profile_id,worker_id,raw_description,embedding,created_at
2592,2592,Experienced switch repair with 7 years of experience. Speaks Kannada. Available to travel up to 32 km. Current rating is 4.29.,,2025-08-04
2593,2593,Experienced ac installation with 4 years of experience. Speaks Malayalam. Available to travel up to 48 km. Current rating is 3.86.,,2025-09-12
2594,2594,Experienced tree trimming with 13 years of experience. Speaks English. Available to travel up to 31 km. Current rating is 3.78.,,2025-08-07
2595,2595,Experienced fan installation with 3 years of experience. Speaks Malayalam. Available to travel up to 7 km. Current rating is 4.3.,,2025-12-21
2596,2596,Experienced pipe repair with 11 years of experience. Speaks Tamil. Available to travel up to 32 km. Current rating is 3.61.,,2025-07-28
2597,2597,Experienced ac installation with 7 years of experience. Speaks English. Available to travel up to 23 km. Current rating is 4.86.,,2025-03-29
2598,2598,Experienced switch repair with 19 years of experience. Speaks Hindi. Available to travel up to 15 km. Current rating is 4.4.,,2025-06-03
2599,2599,Experienced ac installation with 0 years of experience. Speaks Tamil. Available to travel up to 24 km. Current rating is 3.53.,,2025-01-24
2600,2600,Experienced water tank installation with 17 years of experience. Speaks Kannada. Available to travel up to 15 km. Current rating is 4.59.,,2025-06-29
2601,2601,Experienced microwave repair with 15 years of experience. Speaks Telugu. Available to travel up to 21 km. Current rating is 3.99.,,2025-09-27
2602,2602,Experienced light installation with 19 years of experience. Speaks Malayalam. Available to travel up to 48 km. Current rating is 4.05.,,2025-06-01
2603,2603,Experienced ac installation with 14 years of experience. Speaks Telugu. Available to travel up to 30 km. Current rating is 4.46.,,2025-09-27
2604,2604,Experienced driver with 3 years of experience. Speaks English. Available to travel up to 10 km. Current rating is 4.87.,,2025-09-12
2605,2605,Experienced carpenter with 16 years of experience. Speaks English. Available to travel up to 21 km. Current rating is 4.79.,,2025-03-05
2606,2606,Experienced tailor with 16 years of experience. Speaks Telugu. Available to travel up to 30 km. Current rating is 4.04.,,2025-09-08
2607,2607,Experienced microwave repair with 12 years of experience. Speaks English. Available to travel up to 44 km. Current rating is 4.38.,,2025-08-03
2608,2608,Experienced leak detection with 9 years of experience. Speaks English. Available to travel up to 38 km. Current rating is 4.12.,,2025-08-23
2609,2609,Experienced electrician with 16 years of experience. Speaks English. Available to travel up to 33 km. Current rating is 4.47.,,2025-11-01
2610,2610,Experienced washing machine repair with 7 years of experience. Speaks Malayalam. Available to travel up to 32 km. Current rating is 4.44.,,2025-11-17
2611,2611,Experienced interior painting with 0 years of experience. Speaks Tamil. Available to travel up to 15 km. Current rating is 3.56.,,2025-11-05
2612,2612,Experienced switch repair with 15 years of experience. Speaks Malayalam. Available to travel up to 39 km. Current rating is 4.12.,,2025-08-04
2613,2613,Experienced wall painting with 1 years of experience. Speaks Malayalam. Available to travel up to 9 km. Current rating is 4.77.,,2025-06-10
2614,2614,Experienced fan installation with 2 years of experience. Speaks Telugu. Available to travel up to 47 km. Current rating is 3.76.,,2025-09-15
2615,2615,Experienced ac repair with 7 years of experience. Speaks Malayalam. Available to travel up to 48 km. Current rating is 3.84.,,2025-08-26
2616,2616,Experienced switch repair with 19 years of experience. Speaks Hindi. Available to travel up to 36 km. Current rating is 3.53.,,2025-10-14
2617,2617,Experienced alteration with 16 years of experience. Speaks Hindi. Available to travel up to 24 km. Current rating is 3.91.,,2025-06-06
2618,2618,Experienced ac installation with 19 years of experience. Speaks Malayalam. Available to travel up to 47 km. Current rating is 4.93.,,2025-09-16
2619,2619,Experienced wood polishing with 5 years of experience. Speaks Telugu. Available to travel up to 50 km. Current rating is 4.72.,,2025-07-19
2620,2620,Experienced refrigerator repair with 11 years of experience. Speaks Kannada. Available to travel up to 9 km. Current rating is 3.68.,,2025-10-07
2621,2621,Experienced microwave repair with 15 years of experience. Speaks English. Available to travel up to 45 km. Current rating is 4.11.,,2025-02-14
2622,2622,Experienced painter with 12 years of experience. Speaks Telugu. Available to travel up to 8 km. Current rating is 4.28.,,2025-06-26
2623,2623,Experienced interior painting with 11 years of experience. Speaks Tamil. Available to travel up to 27 km. Current rating is 4.99.,,2025-09-02
2624,2624,Experienced security guard with 10 years of experience. Speaks Kannada. Available to travel up to 5 km. Current rating is 4.87.,,2025-05-02
2625,2625,Experienced lawn maintenance with 20 years of experience. Speaks English. Available to travel up to 34 km. Current rating is 4.45.,,2025-12-26
2626,2626,Experienced carpenter with 19 years of experience. Speaks Malayalam. Available to travel up to 29 km. Current rating is 4.64.,,2025-03-17
2627,2627,Experienced ac installation with 16 years of experience. Speaks English. Available to travel up to 6 km. Current rating is 3.9.,,2025-04-04
2628,2628,Experienced exterior painting with 17 years of experience. Speaks Telugu. Available to travel up to 24 km. Current rating is 4.88.,,2025-04-30
2629,2629,Experienced makeup artist with 9 years of experience. Speaks Kannada. Available to travel up to 11 km. Current rating is 4.32.,,2025-02-18
2630,2630,Experienced door repair with 10 years of experience. Speaks Telugu. Available to travel up to 23 km. Current rating is 4.29.,,2025-01-07
2631,2631,Experienced alteration with 7 years of experience. Speaks Malayalam. Available to travel up to 8 km. Current rating is 4.35.,,2025-11-11
2632,2632,Experienced furniture assembly with 7 years of experience. Speaks Malayalam. Available to travel up to 16 km. Current rating is 4.57.,,2025-10-04
2633,2633,Experienced electrician with 9 years of experience. Speaks English. Available to travel up to 5 km. Current rating is 4.85.,,2025-08-09
2634,2634,Experienced makeup artist with 19 years of experience. Speaks English. Available to travel up to 9 km. Current rating is 4.54.,,2025-01-05
2635,2635,Experienced tailor with 1 years of experience. Speaks English. Available to travel up to 43 km. Current rating is 3.99.,,2025-11-29
2636,2636,Experienced gardener with 8 years of experience. Speaks Telugu. Available to travel up to 47 km. Current rating is 4.28.,,2025-04-28
2637,2637,Experienced carpenter with 10 years of experience. Speaks Tamil. Available to travel up to 19 km. Current rating is 4.59.,,2025-01-21
2638,2638,Experienced tailor with 12 years of experience. Speaks Telugu. Available to travel up to 25 km. Current rating is 4.56.,,2025-09-14
2639,2639,Experienced gardener with 17 years of experience. Speaks Telugu. Available to travel up to 23 km. Current rating is 4.32.,,2025-10-29
2640,2640,Experienced ac installation with 6 years of experience. Speaks Hindi. Available to travel up to 20 km. Current rating is 4.58.,,2025-06-22
2641,2641,Experienced ac installation with 8 years of experience. Speaks Hindi. Available to travel up to 26 km. Current rating is 4.79.,,2025-09-04
2642,2642,Experienced water tank installation with 2 years of experience. Speaks Tamil. Available to travel up to 7 km. Current rating is 3.55.,,2025-06-24
2643,2643,Experienced tile installation with 19 years of experience. Speaks English. Available to travel up to 47 km. Current rating is 3.83.,,2025-11-08
2644,2644,Experienced painter with 17 years of experience. Speaks Telugu. Available to travel up to 29 km. Current rating is 3.73.,,2025-06-16
2645,2645,Experienced hair stylist with 15 years of experience. Speaks English. Available to travel up to 31 km. Current rating is 4.89.,,2025-01-10
2646,2646,Experienced cloth stitching with 1 years of experience. Speaks Kannada. Available to travel up to 47 km. Current rating is 4.11.,,2025-02-03
2647,2647,Experienced cook with 12 years of experience. Speaks English. Available to travel up to 39 km. Current rating is 4.42.,,2025-10-10
2648,2648,Experienced house cleaning with 18 years of experience. Speaks English. Available to travel up to 42 km. Current rating is 3.69.,,2025-02-14
2649,2649,Experienced water tank installation with 10 years of experience. Speaks Tamil. Available to travel up to 45 km. Current rating is 3.96.,,2025-10-13
2650,2650,Experienced beautician with 1 years of experience. Speaks Hindi. Available to travel up to 22 km. Current rating is 4.83.,,2025-04-07
2651,2651,Experienced driver with 9 years of experience. Speaks English. Available to travel up to 29 km. Current rating is 3.81.,,2025-02-09
2652,2652,Experienced house wiring with 15 years of experience. Speaks Malayalam. Available to travel up to 14 km. Current rating is 4.42.,,2025-02-18
2653,2653,Experienced mason with 15 years of experience. Speaks Tamil. Available to travel up to 21 km. Current rating is 4.13.,,2025-08-25
2654,2654,Experienced exterior painting with 13 years of experience. Speaks English. Available to travel up to 19 km. Current rating is 4.53.,,2025-11-03
2655,2655,Experienced wood polishing with 7 years of experience. Speaks Telugu. Available to travel up to 45 km. Current rating is 4.27.,,2025-05-15
2656,2656,Experienced leak detection with 4 years of experience. Speaks English. Available to travel up to 29 km. Current rating is 4.45.,,2025-07-10
2657,2657,Experienced water tank installation with 13 years of experience. Speaks Telugu. Available to travel up to 31 km. Current rating is 4.16.,,2025-02-13
2658,2658,Experienced ac installation with 16 years of experience. Speaks English. Available to travel up to 20 km. Current rating is 3.71.,,2025-07-05
2659,2659,Experienced house cleaning with 1 years of experience. Speaks Kannada. Available to travel up to 17 km. Current rating is 4.11.,,2025-03-13
2660,2660,Experienced hair stylist with 7 years of experience. Speaks Kannada. Available to travel up to 34 km. Current rating is 4.38.,,2025-02-02
2661,2661,Experienced beautician with 7 years of experience. Speaks Tamil. Available to travel up to 15 km. Current rating is 4.0.,,2025-03-26
2662,2662,Experienced bathroom fitting with 1 years of experience. Speaks English. Available to travel up to 46 km. Current rating is 3.69.,,2025-03-25
2663,2663,Experienced ac technician with 1 years of experience. Speaks Malayalam. Available to travel up to 14 km. Current rating is 3.55.,,2025-05-26
2664,2664,Experienced packers with 3 years of experience. Speaks Tamil. Available to travel up to 34 km. Current rating is 4.11.,,2025-12-31
2665,2665,Experienced wall painting with 16 years of experience. Speaks Tamil. Available to travel up to 46 km. Current rating is 4.04.,,2025-08-06
2666,2666,Experienced tailor with 17 years of experience. Speaks English. Available to travel up to 8 km. Current rating is 4.46.,,2025-03-12
2667,2667,Experienced makeup artist with 4 years of experience. Speaks Malayalam. Available to travel up to 28 km. Current rating is 4.41.,,2025-12-28
2668,2668,Experienced deep cleaning with 20 years of experience. Speaks Malayalam. Available to travel up to 5 km. Current rating is 4.17.,,2025-10-04
2669,2669,Experienced concrete work with 2 years of experience. Speaks Tamil. Available to travel up to 29 km. Current rating is 4.4.,,2025-01-30
2670,2670,Experienced beautician with 19 years of experience. Speaks Malayalam. Available to travel up to 38 km. Current rating is 3.66.,,2025-04-01
2671,2671,Experienced wood polishing with 10 years of experience. Speaks Telugu. Available to travel up to 40 km. Current rating is 3.94.,,2025-08-11
2672,2672,Experienced tree trimming with 13 years of experience. Speaks Telugu. Available to travel up to 38 km. Current rating is 4.44.,,2025-04-16
2673,2673,Experienced catering with 17 years of experience. Speaks English. Available to travel up to 7 km. Current rating is 4.84.,,2025-03-14
2674,2674,Experienced makeup artist with 7 years of experience. Speaks Tamil. Available to travel up to 14 km. Current rating is 4.87.,,2025-02-02
2675,2675,Experienced leak detection with 5 years of experience. Speaks Tamil. Available to travel up to 46 km. Current rating is 3.71.,,2025-04-07
2676,2676,Experienced ac technician with 18 years of experience. Speaks Hindi. Available to travel up to 13 km. Current rating is 3.94.,,2025-08-08
2677,2677,Experienced door repair with 8 years of experience. Speaks Hindi. Available to travel up to 6 km. Current rating is 4.07.,,2025-06-22
2678,2678,Experienced movers with 7 years of experience. Speaks Tamil. Available to travel up to 44 km. Current rating is 3.57.,,2025-09-01
2679,2679,Experienced tailor with 7 years of experience. Speaks Malayalam. Available to travel up to 15 km. Current rating is 3.86.,,2025-06-28
2680,2680,Experienced hair stylist with 14 years of experience. Speaks Telugu. Available to travel up to 30 km. Current rating is 4.1.,,2025-04-30
2681,2681,Experienced kitchen cleaning with 15 years of experience. Speaks Tamil. Available to travel up to 17 km. Current rating is 4.61.,,2025-08-23
2682,2682,Experienced painter with 9 years of experience. Speaks Telugu. Available to travel up to 38 km. Current rating is 4.65.,,2025-07-18
2683,2683,Experienced security guard with 4 years of experience. Speaks English. Available to travel up to 45 km. Current rating is 3.75.,,2025-02-01
2684,2684,Experienced pipe repair with 14 years of experience. Speaks Kannada. Available to travel up to 40 km. Current rating is 4.66.,,2025-04-29
2685,2685,Experienced cook with 9 years of experience. Speaks Tamil. Available to travel up to 17 km. Current rating is 4.68.,,2025-10-14
2686,2686,Experienced wall painting with 8 years of experience. Speaks Malayalam. Available to travel up to 20 km. Current rating is 3.88.,,2025-07-06
2687,2687,Experienced bathroom cleaning with 8 years of experience. Speaks English. Available to travel up to 21 km. Current rating is 4.05.,,2025-12-01
2688,2688,Experienced house cleaning with 11 years of experience. Speaks Malayalam. Available to travel up to 12 km. Current rating is 4.69.,,2025-04-30
2689,2689,Experienced wall painting with 5 years of experience. Speaks Telugu. Available to travel up to 45 km. Current rating is 4.1.,,2025-03-20
2690,2690,Experienced microwave repair with 7 years of experience. Speaks Kannada. Available to travel up to 18 km. Current rating is 4.44.,,2025-02-20
2691,2691,Experienced tv repair with 3 years of experience. Speaks Telugu. Available to travel up to 36 km. Current rating is 3.95.,,2025-12-12
2692,2692,Experienced cook with 3 years of experience. Speaks Kannada. Available to travel up to 30 km. Current rating is 5.0.,,2025-06-03
2693,2693,Experienced electrician with 15 years of experience. Speaks Kannada. Available to travel up to 48 km. Current rating is 4.14.,,2025-09-05
2694,2694,Experienced hair stylist with 18 years of experience. Speaks English. Available to travel up to 6 km. Current rating is 3.89.,,2025-06-14
2695,2695,Experienced washing machine repair with 8 years of experience. Speaks Kannada. Available to travel up to 12 km. Current rating is 3.66.,,2025-08-06
2696,2696,Experienced kitchen cleaning with 10 years of experience. Speaks Hindi. Available to travel up to 7 km. Current rating is 4.55.,,2025-12-28
2697,2697,Experienced fan installation with 4 years of experience. Speaks Telugu. Available to travel up to 8 km. Current rating is 3.77.,,2025-03-12
2698,2698,Experienced tv repair with 20 years of experience. Speaks Tamil. Available to travel up to 8 km. Current rating is 4.12.,,2025-02-28
2699,2699,Experienced house cleaning with 9 years of experience. Speaks Tamil. Available to travel up to 45 km. Current rating is 4.77.,,2025-07-21
2700,2700,Experienced ac technician with 16 years of experience. Speaks English. Available to travel up to 49 km. Current rating is 4.98.,,2025-08-26
2701,2701,Experienced packers with 10 years of experience. Speaks Telugu. Available to travel up to 49 km. Current rating is 4.3.,,2025-11-24
2702,2702,Experienced catering with 1 years of experience. Speaks Malayalam. Available to travel up to 33 km. Current rating is 4.68.,,2025-09-25
2703,2703,Experienced switch repair with 2 years of experience. Speaks English. Available to travel up to 26 km. Current rating is 4.41.,,2025-01-30
2704,2704,Experienced plumber with 20 years of experience. Speaks Malayalam. Available to travel up to 30 km. Current rating is 3.99.,,2025-10-23
2705,2705,Experienced carpenter with 6 years of experience. Speaks Hindi. Available to travel up to 15 km. Current rating is 4.84.,,2025-06-02
2706,2706,Experienced hair stylist with 11 years of experience. Speaks Tamil. Available to travel up to 13 km. Current rating is 4.42.,,2025-12-21
2707,2707,Experienced leak detection with 7 years of experience. Speaks Kannada. Available to travel up to 32 km. Current rating is 3.89.,,2025-05-18
2708,2708,Experienced packers with 8 years of experience. Speaks Tamil. Available to travel up to 39 km. Current rating is 3.58.,,2025-10-26
2709,2709,Experienced wall painting with 7 years of experience. Speaks Hindi. Available to travel up to 42 km. Current rating is 3.62.,,2025-02-01
2710,2710,Experienced fan installation with 2 years of experience. Speaks Kannada. Available to travel up to 19 km. Current rating is 4.44.,,2025-02-12
2711,2711,Experienced cook with 16 years of experience. Speaks Telugu. Available to travel up to 19 km. Current rating is 4.14.,,2025-06-11
2712,2712,Experienced gardener with 0 years of experience. Speaks Malayalam. Available to travel up to 24 km. Current rating is 4.25.,,2025-12-31
2713,2713,Experienced packers with 16 years of experience. Speaks Hindi. Available to travel up to 15 km. Current rating is 4.42.,,2025-04-22
2714,2714,Experienced ac technician with 1 years of experience. Speaks English. Available to travel up to 17 km. Current rating is 3.68.,,2025-03-26
2715,2715,Experienced ac technician with 9 years of experience. Speaks Tamil. Available to travel up to 37 km. Current rating is 3.73.,,2025-11-01
2716,2716,Experienced house cleaning with 1 years of experience. Speaks Hindi. Available to travel up to 37 km. Current rating is 4.88.,,2025-11-02
2717,2717,Experienced leak detection with 15 years of experience. Speaks Hindi. Available to travel up to 12 km. Current rating is 4.19.,,2025-12-21
2718,2718,Experienced beautician with 12 years of experience. Speaks English. Available to travel up to 14 km. Current rating is 3.95.,,2025-03-21
2719,2719,Experienced light installation with 10 years of experience. Speaks Kannada. Available to travel up to 24 km. Current rating is 4.84.,,2025-04-25
2720,2720,Experienced switch repair with 17 years of experience. Speaks Tamil. Available to travel up to 29 km. Current rating is 4.93.,,2025-10-26
2721,2721,Experienced packers with 2 years of experience. Speaks Tamil. Available to travel up to 48 km. Current rating is 4.22.,,2025-03-13
2722,2722,Experienced hair stylist with 18 years of experience. Speaks English. Available to travel up to 13 km. Current rating is 4.02.,,2025-08-30
2723,2723,Experienced security guard with 10 years of experience. Speaks Telugu. Available to travel up to 11 km. Current rating is 4.33.,,2025-02-27
2724,2724,Experienced tailor with 11 years of experience. Speaks Hindi. Available to travel up to 50 km. Current rating is 4.24.,,2025-12-13
2725,2725,Experienced makeup artist with 8 years of experience. Speaks Kannada. Available to travel up to 17 km. Current rating is 3.62.,,2025-10-20
2726,2726,Experienced tile installation with 16 years of experience. Speaks Malayalam. Available to travel up to 11 km. Current rating is 4.44.,,2025-06-20
2727,2727,Experienced plumber with 16 years of experience. Speaks Kannada. Available to travel up to 13 km. Current rating is 3.75.,,2025-10-06
2728,2728,Experienced exterior painting with 8 years of experience. Speaks Malayalam. Available to travel up to 27 km. Current rating is 4.8.,,2025-11-14
2729,2729,Experienced refrigerator repair with 18 years of experience. Speaks Malayalam. Available to travel up to 43 km. Current rating is 4.85.,,2025-10-15
2730,2730,Experienced packers with 13 years of experience. Speaks English. Available to travel up to 5 km. Current rating is 3.53.,,2025-05-31
2731,2731,Experienced hair stylist with 11 years of experience. Speaks Kannada. Available to travel up to 37 km. Current rating is 3.78.,,2025-10-22
2732,2732,Experienced ac repair with 7 years of experience. Speaks Kannada. Available to travel up to 12 km. Current rating is 3.69.,,2025-02-07
2733,2733,Experienced gardener with 8 years of experience. Speaks English. Available to travel up to 22 km. Current rating is 4.23.,,2025-02-28
2734,2734,Experienced water tank installation with 6 years of experience. Speaks Hindi. Available to travel up to 39 km. Current rating is 4.49.,,2025-03-01
2735,2735,Experienced leak detection with 1 years of experience. Speaks Kannada. Available to travel up to 47 km. Current rating is 3.74.,,2025-11-30
2736,2736,Experienced house wiring with 2 years of experience. Speaks Malayalam. Available to travel up to 11 km. Current rating is 4.46.,,2025-07-08
2737,2737,Experienced cook with 19 years of experience. Speaks English. Available to travel up to 33 km. Current rating is 4.44.,,2025-04-03
2738,2738,Experienced cloth stitching with 15 years of experience. Speaks Hindi. Available to travel up to 50 km. Current rating is 4.14.,,2025-02-02
2739,2739,Experienced kitchen cleaning with 4 years of experience. Speaks Tamil. Available to travel up to 33 km. Current rating is 4.52.,,2025-06-12
2740,2740,Experienced packers with 0 years of experience. Speaks Malayalam. Available to travel up to 21 km. Current rating is 4.5.,,2025-05-08
2741,2741,Experienced lawn maintenance with 8 years of experience. Speaks Malayalam. Available to travel up to 43 km. Current rating is 4.31.,,2025-06-20
2742,2742,Experienced water tank installation with 20 years of experience. Speaks English. Available to travel up to 32 km. Current rating is 4.03.,,2025-04-21
2743,2743,Experienced movers with 0 years of experience. Speaks Malayalam. Available to travel up to 19 km. Current rating is 4.17.,,2025-01-23
2744,2744,Experienced kitchen cleaning with 7 years of experience. Speaks Hindi. Available to travel up to 35 km. Current rating is 4.91.,,2025-02-20
2745,2745,Experienced door repair with 14 years of experience. Speaks Kannada. Available to travel up to 13 km. Current rating is 3.87.,,2025-07-29
2746,2746,Experienced light installation with 5 years of experience. Speaks Malayalam. Available to travel up to 22 km. Current rating is 4.23.,,2025-12-02
2747,2747,Experienced microwave repair with 9 years of experience. Speaks Hindi. Available to travel up to 31 km. Current rating is 4.1.,,2025-11-07
2748,2748,Experienced alteration with 15 years of experience. Speaks Malayalam. Available to travel up to 43 km. Current rating is 4.67.,,2025-06-23
2749,2749,Experienced light installation with 15 years of experience. Speaks Telugu. Available to travel up to 33 km. Current rating is 3.9.,,2025-07-29
2750,2750,Experienced exterior painting with 9 years of experience. Speaks Telugu. Available to travel up to 37 km. Current rating is 4.47.,,2025-10-30
2751,2751,Experienced bathroom cleaning with 0 years of experience. Speaks Malayalam. Available to travel up to 47 km. Current rating is 4.4.,,2025-06-09
2752,2752,Experienced hair stylist with 4 years of experience. Speaks Hindi. Available to travel up to 21 km. Current rating is 3.5.,,2025-02-20
2753,2753,Experienced exterior painting with 9 years of experience. Speaks Hindi. Available to travel up to 33 km. Current rating is 4.03.,,2025-08-02
2754,2754,Experienced door repair with 7 years of experience. Speaks Kannada. Available to travel up to 10 km. Current rating is 4.01.,,2025-08-23
2755,2755,Experienced fan installation with 8 years of experience. Speaks Kannada. Available to travel up to 19 km. Current rating is 3.97.,,2025-06-30
2756,2756,Experienced wood polishing with 8 years of experience. Speaks Malayalam. Available to travel up to 26 km. Current rating is 3.71.,,2025-12-22
2757,2757,Experienced beautician with 13 years of experience. Speaks Kannada. Available to travel up to 13 km. Current rating is 4.49.,,2025-05-01
2758,2758,Experienced movers with 9 years of experience. Speaks Malayalam. Available to travel up to 14 km. Current rating is 3.95.,,2025-09-26
2759,2759,Experienced refrigerator repair with 5 years of experience. Speaks Telugu. Available to travel up to 14 km. Current rating is 4.0.,,2026-01-01
2760,2760,Experienced driver with 2 years of experience. Speaks Kannada. Available to travel up to 50 km. Current rating is 3.8.,,2025-01-06
2761,2761,Experienced microwave repair with 2 years of experience. Speaks English. Available to travel up to 5 km. Current rating is 4.5.,,2025-10-21
2762,2762,Experienced ac installation with 7 years of experience. Speaks Malayalam. Available to travel up to 22 km. Current rating is 4.58.,,2025-03-08
2763,2763,Experienced tile installation with 7 years of experience. Speaks Hindi. Available to travel up to 39 km. Current rating is 4.34.,,2025-11-29
2764,2764,Experienced house cleaning with 12 years of experience. Speaks Telugu. Available to travel up to 18 km. Current rating is 3.76.,,2025-09-04
2765,2765,Experienced concrete work with 15 years of experience. Speaks Hindi. Available to travel up to 44 km. Current rating is 4.39.,,2025-03-21
2766,2766,Experienced ac repair with 2 years of experience. Speaks Tamil. Available to travel up to 20 km. Current rating is 3.77.,,2025-03-14
2767,2767,Experienced wall painting with 16 years of experience. Speaks Kannada. Available to travel up to 21 km. Current rating is 4.82.,,2025-04-20
2768,2768,Experienced alteration with 3 years of experience. Speaks English. Available to travel up to 21 km. Current rating is 3.92.,,2025-09-13
2769,2769,Experienced mason with 13 years of experience. Speaks English. Available to travel up to 31 km. Current rating is 3.58.,,2025-11-01
2770,2770,Experienced fan installation with 1 years of experience. Speaks English. Available to travel up to 37 km. Current rating is 4.24.,,2025-02-12
2771,2771,Experienced refrigerator repair with 6 years of experience. Speaks English. Available to travel up to 33 km. Current rating is 3.96.,,2025-07-02
2772,2772,Experienced mason with 14 years of experience. Speaks Telugu. Available to travel up to 41 km. Current rating is 3.65.,,2025-02-01
2773,2773,Experienced gardener with 3 years of experience. Speaks Hindi. Available to travel up to 12 km. Current rating is 3.68.,,2025-03-19
2774,2774,Experienced light installation with 15 years of experience. Speaks Telugu. Available to travel up to 31 km. Current rating is 4.47.,,2025-12-26
2775,2775,Experienced ac technician with 15 years of experience. Speaks English. Available to travel up to 12 km. Current rating is 4.86.,,2025-12-26
2776,2776,Experienced bathroom fitting with 20 years of experience. Speaks Hindi. Available to travel up to 26 km. Current rating is 3.85.,,2025-11-29
2777,2777,Experienced water tank installation with 16 years of experience. Speaks Telugu. Available to travel up to 36 km. Current rating is 4.48.,,2025-08-24
2778,2778,Experienced alteration with 4 years of experience. Speaks Telugu. Available to travel up to 30 km. Current rating is 4.4.,,2025-06-30
2779,2779,Experienced ac installation with 18 years of experience. Speaks Tamil. Available to travel up to 50 km. Current rating is 4.48.,,2025-08-16
2780,2780,Experienced fan installation with 13 years of experience. Speaks Hindi. Available to travel up to 33 km. Current rating is 3.69.,,2026-01-01
2781,2781,Experienced brick work with 11 years of experience. Speaks Kannada. Available to travel up to 13 km. Current rating is 4.48.,,2025-08-10
2782,2782,Experienced cloth stitching with 3 years of experience. Speaks Telugu. Available to travel up to 16 km. Current rating is 4.48.,,2025-06-22
2783,2783,Experienced deep cleaning with 18 years of experience. Speaks Kannada. Available to travel up to 32 km. Current rating is 4.62.,,2025-10-26
2784,2784,Experienced exterior painting with 14 years of experience. Speaks Telugu. Available to travel up to 29 km. Current rating is 4.52.,,2025-01-03
2785,2785,Experienced carpenter with 4 years of experience. Speaks English. Available to travel up to 28 km. Current rating is 4.72.,,2025-12-29
2786,2786,Experienced brick work with 17 years of experience. Speaks Telugu. Available to travel up to 20 km. Current rating is 3.5.,,2025-09-20
2787,2787,Experienced beautician with 4 years of experience. Speaks Kannada. Available to travel up to 12 km. Current rating is 4.84.,,2025-08-25
2788,2788,Experienced packers with 14 years of experience. Speaks Malayalam. Available to travel up to 5 km. Current rating is 4.94.,,2025-05-07
2789,2789,Experienced security guard with 0 years of experience. Speaks Telugu. Available to travel up to 10 km. Current rating is 4.23.,,2025-01-02
2790,2790,Experienced painter with 9 years of experience. Speaks Tamil. Available to travel up to 43 km. Current rating is 4.89.,,2025-09-20
2791,2791,Experienced carpenter with 1 years of experience. Speaks Malayalam. Available to travel up to 16 km. Current rating is 4.93.,,2025-06-28
2792,2792,Experienced house wiring with 15 years of experience. Speaks Hindi. Available to travel up to 10 km. Current rating is 3.87.,,2025-06-14
2793,2793,Experienced alteration with 3 years of experience. Speaks English. Available to travel up to 32 km. Current rating is 4.34.,,2025-01-20
2794,2794,Experienced microwave repair with 20 years of experience. Speaks Kannada. Available to travel up to 17 km. Current rating is 4.52.,,2025-09-13
2795,2795,Experienced wall painting with 12 years of experience. Speaks Tamil. Available to travel up to 16 km. Current rating is 4.66.,,2025-03-16
2796,2796,Experienced refrigerator repair with 12 years of experience. Speaks Malayalam. Available to travel up to 27 km. Current rating is 4.35.,,2025-05-01
2797,2797,Experienced concrete work with 13 years of experience. Speaks Kannada. Available to travel up to 42 km. Current rating is 3.59.,,2025-12-26
2798,2798,Experienced water tank installation with 5 years of experience. Speaks Telugu. Available to travel up to 47 km. Current rating is 4.21.,,2025-07-09
2799,2799,Experienced carpenter with 5 years of experience. Speaks English. Available to travel up to 34 km. Current rating is 4.18.,,2025-12-27
2800,2800,Experienced alteration with 20 years of experience. Speaks Kannada. Available to travel up to 13 km. Current rating is 3.86.,,2025-03-23
2801,2801,Experienced wood polishing with 5 years of experience. Speaks Malayalam. Available to travel up to 47 km. Current rating is 3.75.,,2025-04-01
2802,2802,Experienced plumber with 16 years of experience. Speaks Malayalam. Available to travel up to 30 km. Current rating is 3.86.,,2025-03-14
2803,2803,Experienced light installation with 18 years of experience. Speaks Tamil. Available to travel up to 31 km. Current rating is 4.87.,,2025-11-14
2804,2804,Experienced furniture assembly with 4 years of experience. Speaks Hindi. Available to travel up to 30 km. Current rating is 3.52.,,2025-01-17
2805,2805,Experienced mason with 3 years of experience. Speaks English. Available to travel up to 11 km. Current rating is 4.23.,,2025-06-06
2806,2806,Experienced door repair with 10 years of experience. Speaks Telugu. Available to travel up to 33 km. Current rating is 3.74.,,2025-08-10
2807,2807,Experienced mason with 12 years of experience. Speaks English. Available to travel up to 49 km. Current rating is 4.92.,,2025-07-15
2808,2808,Experienced kitchen cleaning with 6 years of experience. Speaks Malayalam. Available to travel up to 5 km. Current rating is 4.28.,,2025-08-11
2809,2809,Experienced lawn maintenance with 10 years of experience. Speaks Telugu. Available to travel up to 28 km. Current rating is 3.74.,,2025-08-20
2810,2810,Experienced house cleaning with 13 years of experience. Speaks Hindi. Available to travel up to 25 km. Current rating is 4.38.,,2025-09-30
2811,2811,Experienced tile installation with 0 years of experience. Speaks Kannada. Available to travel up to 23 km. Current rating is 4.17.,,2025-01-31
2812,2812,Experienced pipe repair with 0 years of experience. Speaks Malayalam. Available to travel up to 42 km. Current rating is 3.8.,,2025-10-26
2813,2813,Experienced house cleaning with 13 years of experience. Speaks Telugu. Available to travel up to 35 km. Current rating is 4.55.,,2025-10-29
2814,2814,Experienced tailor with 0 years of experience. Speaks English. Available to travel up to 41 km. Current rating is 4.97.,,2025-01-23
