job_id,employer_id,title,description,budget,status,location_id,posted_at
1088,10,Need Movers,Looking for an experienced movers to provide moving services services.,864,Completed,159,2025-08-14
1089,410,Need TV Repair,Looking for an experienced tv repair to provide home appliances services.,9838,Assigned,276,2025-04-09
1090,383,Need Makeup Artist,Looking for an experienced makeup artist to provide beauty services.,1299,Open,46,2025-10-25
1091,431,Need Alteration,Looking for an experienced alteration to provide tailoring services.,7501,Cancelled,323,2025-07-11
1092,437,Need Microwave Repair,Looking for an experienced microwave repair to provide home appliances services.,3065,Completed,349,2025-11-10
1093,131,Need Plumber,Looking for an experienced plumber to provide plumbing services.,4439,Open,786,2025-11-29
1094,34,Need Tree Trimming,Looking for an experienced tree trimming to provide gardening services.,3907,Open,286,2025-10-14
1095,141,Need Leak Detection,Looking for an experienced leak detection to provide plumbing services.,9680,Completed,706,2025-03-22
1096,245,Need Switch Repair,Looking for an experienced switch repair to provide electrical services.,9140,Assigned,345,2025-07-30
1097,166,Need AC Installation,Looking for an experienced ac installation to provide hvac services.,768,Completed,36,2025-03-30
1098,82,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,9339,Open,449,2025-03-15
1099,155,Need Driver,Looking for an experienced driver to provide driving services.,7565,Completed,187,2025-09-27
1100,83,Need Tree Trimming,Looking for an experienced tree trimming to provide gardening services.,4268,Assigned,122,2025-03-01
1101,443,Need Deep Cleaning,Looking for an experienced deep cleaning to provide cleaning services.,3754,Assigned,332,2025-07-21
1102,113,Need Electrician,Looking for an experienced electrician to provide electrical services.,6148,Completed,91,2025-01-22
1103,337,Need Electrician,Looking for an experienced electrician to provide electrical services.,9538,Assigned,509,2025-04-10
1104,223,Need Concrete Work,Looking for an experienced concrete work to provide construction services.,1576,Open,659,2025-09-16
1105,139,Need Concrete Work,Looking for an experienced concrete work to provide construction services.,3638,Completed,733,2025-10-12
1106,158,Need Concrete Work,Looking for an experienced concrete work to provide construction services.,6300,Assigned,129,2025-09-20
1107,187,Need Hair Stylist,Looking for an experienced hair stylist to provide beauty services.,1394,Open,288,2025-09-03
1108,423,Need Tile Installation,Looking for an experienced tile installation to provide construction services.,6935,Assigned,228,2025-04-10
1109,451,Need Wood Polishing,Looking for an experienced wood polishing to provide carpentry services.,5477,Completed,190,2025-10-03
1110,6,Need Fan Installation,Looking for an experienced fan installation to provide electrical services.,694,Completed,336,2025-10-29
1111,96,Need Plumber,Looking for an experienced plumber to provide plumbing services.,8581,Completed,702,2025-10-19
1112,180,Need Interior Painting,Looking for an experienced interior painting to provide painting services.,8879,Completed,620,2025-08-27
1113,143,Need Tailor,Looking for an experienced tailor to provide tailoring services.,9729,Open,751,2025-10-03
1114,198,Need Bathroom Fitting,Looking for an experienced bathroom fitting to provide plumbing services.,1274,Open,665,2025-02-11
1115,315,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,6403,Open,748,2025-04-08
1116,181,Need Pipe Repair,Looking for an experienced pipe repair to provide plumbing services.,9143,Open,64,2025-03-15
1117,351,Need TV Repair,Looking for an experienced tv repair to provide home appliances services.,2678,Completed,536,2025-12-22
1118,205,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,5885,Assigned,664,2025-05-26
1119,194,Need Lawn Maintenance,Looking for an experienced lawn maintenance to provide gardening services.,5418,Open,237,2025-02-05
1120,317,Need Fan Installation,Looking for an experienced fan installation to provide electrical services.,7083,Completed,706,2025-05-12
1121,416,Need Hair Stylist,Looking for an experienced hair stylist to provide beauty services.,6672,Completed,266,2025-08-24
1122,430,Need Furniture Assembly,Looking for an experienced furniture assembly to provide carpentry services.,3529,Open,76,2025-07-19
1123,173,Need Hair Stylist,Looking for an experienced hair stylist to provide beauty services.,7199,Open,387,2025-12-07
1124,169,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,3596,Open,301,2025-09-12
1125,277,Need Pipe Repair,Looking for an experienced pipe repair to provide plumbing services.,1430,Completed,697,2025-05-22
1126,361,Need Leak Detection,Looking for an experienced leak detection to provide plumbing services.,6032,Open,61,2025-07-29
1127,28,Need Exterior Painting,Looking for an experienced exterior painting to provide painting services.,4852,Open,523,2025-12-31
1128,376,Need Cook,Looking for an experienced cook to provide cooking services.,8424,Open,186,2025-03-17
1129,2,Need Exterior Painting,Looking for an experienced exterior painting to provide painting services.,4452,Open,221,2025-10-18
1130,465,Need AC Repair,Looking for an experienced ac repair to provide hvac services.,3836,Open,205,2025-07-19
1131,357,Need Pipe Repair,Looking for an experienced pipe repair to provide plumbing services.,3236,Completed,219,2025-09-29
1132,423,Need Security Guard,Looking for an experienced security guard to provide security services.,5052,Open,78,2025-09-24
1133,146,Need TV Repair,Looking for an experienced tv repair to provide home appliances services.,7499,Open,658,2025-11-12
1134,370,Need Packers,Looking for an experienced packers to provide moving services services.,5811,Assigned,706,2025-04-09
1135,448,Need Concrete Work,Looking for an experienced concrete work to provide construction services.,960,Open,331,2025-04-14
1136,270,Need Washing Machine Repair,Looking for an experienced washing machine repair to provide home appliances services.,8503,Completed,47,2025-05-30
1137,108,Need Pipe Repair,Looking for an experienced pipe repair to provide plumbing services.,4404,Assigned,150,2025-11-01
1138,217,Need Packers,Looking for an experienced packers to provide moving services services.,3621,Completed,134,2025-05-07
1139,30,Need Electrician,Looking for an experienced electrician to provide electrical services.,3023,Completed,312,2025-05-21
1140,266,Need Bathroom Fitting,Looking for an experienced bathroom fitting to provide plumbing services.,4482,Open,695,2025-10-16
1141,150,Need Electrician,Looking for an experienced electrician to provide electrical services.,8960,Assigned,612,2025-09-03
1142,351,Need Microwave Repair,Looking for an experienced microwave repair to provide home appliances services.,8295,Completed,65,2025-03-19
1143,183,Need Cloth Stitching,Looking for an experienced cloth stitching to provide tailoring services.,6247,Assigned,102,2025-10-04
1144,183,Need Tree Trimming,Looking for an experienced tree trimming to provide gardening services.,5210,Completed,439,2025-03-23
1145,56,Need Painter,Looking for an experienced painter to provide painting services.,6695,Open,254,2025-11-18
1146,330,Need Hair Stylist,Looking for an experienced hair stylist to provide beauty services.,8409,Assigned,604,2025-10-30
1147,289,Need Water Tank Installation,Looking for an experienced water tank installation to provide plumbing services.,1981,Assigned,349,2025-10-20
1148,454,Need Leak Detection,Looking for an experienced leak detection to provide plumbing services.,3247,Cancelled,673,2025-05-20
1149,43,Need Furniture Assembly,Looking for an experienced furniture assembly to provide carpentry services.,5962,Open,605,2025-06-14
1150,305,Need Microwave Repair,Looking for an experienced microwave repair to provide home appliances services.,9501,Completed,633,2025-01-05
1151,307,Need Lawn Maintenance,Looking for an experienced lawn maintenance to provide gardening services.,6848,Completed,459,2025-10-06
1152,343,Need Movers,Looking for an experienced movers to provide moving services services.,1214,Open,756,2025-08-11
1153,370,Need Painter,Looking for an experienced painter to provide painting services.,8878,Open,628,2025-07-24
1154,156,Need Plumber,Looking for an experienced plumber to provide plumbing services.,5527,Assigned,90,2025-10-27
1155,22,Need Gardener,Looking for an experienced gardener to provide gardening services.,2724,Completed,472,2025-07-31
1156,401,Need Wood Polishing,Looking for an experienced wood polishing to provide carpentry services.,5375,Completed,316,2025-11-23
1157,45,Need Packers,Looking for an experienced packers to provide moving services services.,3987,Cancelled,149,2025-10-05
1158,12,Need Gardener,Looking for an experienced gardener to provide gardening services.,9512,Open,407,2025-06-03
1159,43,Need Pipe Repair,Looking for an experienced pipe repair to provide plumbing services.,1468,Completed,146,2025-01-25
1160,389,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,3499,Open,756,2025-10-05
1161,167,Need Door Repair,Looking for an experienced door repair to provide carpentry services.,2171,Assigned,505,2025-08-25
1162,127,Need Packers,Looking for an experienced packers to provide moving services services.,3244,Completed,706,2025-04-13
1163,39,Need Packers,Looking for an experienced packers to provide moving services services.,5153,Completed,121,2025-06-11
1164,295,Need Alteration,Looking for an experienced alteration to provide tailoring services.,516,Open,150,2025-07-02
1165,459,Need Mason,Looking for an experienced mason to provide construction services.,8077,Assigned,204,2025-06-29
1166,54,Need Bathroom Fitting,Looking for an experienced bathroom fitting to provide plumbing services.,2433,Completed,751,2025-04-19
1167,396,Need Leak Detection,Looking for an experienced leak detection to provide plumbing services.,1804,Open,347,2025-05-07
1168,322,Need Cloth Stitching,Looking for an experienced cloth stitching to provide tailoring services.,9967,Completed,487,2025-08-17
1169,496,Need House Cleaning,Looking for an experienced house cleaning to provide cleaning services.,1854,Assigned,436,2025-10-24
1170,477,Need Refrigerator Repair,Looking for an experienced refrigerator repair to provide hvac services.,9996,Completed,467,2025-01-03
1171,109,Need Microwave Repair,Looking for an experienced microwave repair to provide home appliances services.,9072,Open,404,2025-01-26
1172,470,Need Interior Painting,Looking for an experienced interior painting to provide painting services.,8273,Assigned,542,2025-08-14
1173,149,Need Tile Installation,Looking for an experienced tile installation to provide construction services.,9358,Open,354,2025-12-24
1174,292,Need Lawn Maintenance,Looking for an experienced lawn maintenance to provide gardening services.,1300,Completed,75,2025-03-01
1175,381,Need Interior Painting,Looking for an experienced interior painting to provide painting services.,6132,Completed,238,2025-03-22
1176,310,Need Gardener,Looking for an experienced gardener to provide gardening services.,1291,Open,190,2025-03-31
1177,369,Need Carpenter,Looking for an experienced carpenter to provide carpentry services.,8782,Completed,327,2025-01-20
1178,312,Need Wood Polishing,Looking for an experienced wood polishing to provide carpentry services.,989,Completed,700,2025-08-20
1179,153,Need House Cleaning,Looking for an experienced house cleaning to provide cleaning services.,6881,Open,736,2025-03-22
1180,58,Need Makeup Artist,Looking for an experienced makeup artist to provide beauty services.,4588,Open,137,2025-04-14
1181,62,Need Lawn Maintenance,Looking for an experienced lawn maintenance to provide gardening services.,8199,Assigned,333,2025-11-04
1182,111,Need Cloth Stitching,Looking for an experienced cloth stitching to provide tailoring services.,4754,Open,774,2025-09-18
1183,56,Need Microwave Repair,Looking for an experienced microwave repair to provide home appliances services.,1946,Cancelled,630,2025-05-12
1184,230,Need AC Installation,Looking for an experienced ac installation to provide hvac services.,1459,Completed,739,2025-10-01
1185,389,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,8550,Completed,335,2025-12-05
1186,306,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,5925,Open,382,2025-08-06
1187,319,Need Tree Trimming,Looking for an experienced tree trimming to provide gardening services.,825,Assigned,96,2025-08-19
1188,4,Need Packers,Looking for an experienced packers to provide moving services services.,2849,Completed,303,2025-07-22
1189,17,Need Cook,Looking for an experienced cook to provide cooking services.,7817,Open,745,2025-07-26
1190,380,Need Tile Installation,Looking for an experienced tile installation to provide construction services.,3128,Completed,434,2025-05-17
1191,209,Need Light Installation,Looking for an experienced light installation to provide electrical services.,4114,Open,574,2025-06-05
1192,376,Need Beautician,Looking for an experienced beautician to provide beauty services.,2939,Open,312,2025-11-17
1193,421,Need Plumber,Looking for an experienced plumber to provide plumbing services.,6183,Assigned,534,2025-07-06
1194,100,Need Wood Polishing,Looking for an experienced wood polishing to provide carpentry services.,520,Open,349,2025-12-06
1195,357,Need Security Guard,Looking for an experienced security guard to provide security services.,9677,Completed,271,2025-07-08
1196,362,Need AC Repair,Looking for an experienced ac repair to provide hvac services.,1308,Open,138,2025-04-20
1197,396,Need Carpenter,Looking for an experienced carpenter to provide carpentry services.,3313,Open,229,2025-11-22
1198,309,Need Plumber,Looking for an experienced plumber to provide plumbing services.,3721,Completed,593,2025-03-21
1199,245,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,8366,Assigned,501,2025-10-27
1200,147,Need Door Repair,Looking for an experienced door repair to provide carpentry services.,5344,Completed,748,2025-12-22
1201,480,Need TV Repair,Looking for an experienced tv repair to provide home appliances services.,4471,Completed,159,2025-11-07
1202,31,Need Washing Machine Repair,Looking for an experienced washing machine repair to provide home appliances services.,9098,Open,225,2025-02-28
1203,167,Need Plumber,Looking for an experienced plumber to provide plumbing services.,5039,Open,334,2025-06-23
1204,111,Need Door Repair,Looking for an experienced door repair to provide carpentry services.,920,Assigned,654,2025-07-22
1205,42,Need AC Repair,Looking for an experienced ac repair to provide hvac services.,521,Open,281,2025-12-02
1206,418,Need Microwave Repair,Looking for an experienced microwave repair to provide home appliances services.,4173,Assigned,754,2025-12-10
1207,362,Need Hair Stylist,Looking for an experienced hair stylist to provide beauty services.,9241,Open,145,2025-03-10
1208,406,Need Hair Stylist,Looking for an experienced hair stylist to provide beauty services.,1074,Completed,578,2025-04-11
1209,276,Need AC Technician,Looking for an experienced ac technician to provide hvac services.,3863,Completed,685,2025-01-14
1210,201,Need Gardener,Looking for an experienced gardener to provide gardening services.,1730,Cancelled,94,2025-10-05
1211,119,Need Interior Painting,Looking for an experienced interior painting to provide painting services.,4970,Completed,189,2025-08-31
1212,219,Need Beautician,Looking for an experienced beautician to provide beauty services.,5410,Completed,69,2025-06-19
1213,153,Need Wood Polishing,Looking for an experienced wood polishing to provide carpentry services.,1638,Completed,37,2025-12-22
1214,54,Need Packers,Looking for an experienced packers to provide moving services services.,1107,Open,770,2025-11-03
1215,269,Need Tree Trimming,Looking for an experienced tree trimming to provide gardening services.,9454,Assigned,517,2025-12-25
1216,157,Need Catering,Looking for an experienced catering to provide cooking services.,9453,Assigned,445,2025-03-25
1217,36,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,1347,Completed,272,2025-12-17
1218,414,Need Brick Work,Looking for an experienced brick work to provide construction services.,3354,Assigned,271,2025-10-05
1219,249,Need Leak Detection,Looking for an experienced leak detection to provide plumbing services.,583,Open,578,2025-11-05
1220,67,Need House Cleaning,Looking for an experienced house cleaning to provide cleaning services.,1473,Open,372,2025-02-19
1221,224,Need Refrigerator Repair,Looking for an experienced refrigerator repair to provide hvac services.,4011,Completed,22,2025-09-21
1222,87,Need Bathroom Fitting,Looking for an experienced bathroom fitting to provide plumbing services.,8130,Completed,618,2025-01-05
1223,331,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,4928,Open,265,2025-08-20
1224,424,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,6691,Completed,530,2025-10-14
1225,385,Need Tile Installation,Looking for an experienced tile installation to provide construction services.,2951,Assigned,525,2025-10-03
1226,414,Need Wood Polishing,Looking for an experienced wood polishing to provide carpentry services.,1956,Completed,17,2025-06-05
1227,492,Need Leak Detection,Looking for an experienced leak detection to provide plumbing services.,1700,Open,522,2025-07-28
1228,267,Need Mason,Looking for an experienced mason to provide construction services.,3520,Open,534,2025-10-28
1229,86,Need AC Repair,Looking for an experienced ac repair to provide hvac services.,1050,Completed,491,2025-04-19
1230,205,Need Plumber,Looking for an experienced plumber to provide plumbing services.,8911,Completed,289,2026-01-01
1231,446,Need House Wiring,Looking for an experienced house wiring to provide electrical services.,3232,Completed,109,2025-04-07
1232,375,Need Electrician,Looking for an experienced electrician to provide electrical services.,7572,Completed,299,2025-06-03
1233,154,Need Beautician,Looking for an experienced beautician to provide beauty services.,7151,Open,487,2025-08-29
1234,432,Need Exterior Painting,Looking for an experienced exterior painting to provide painting services.,5809,Completed,489,2025-11-12
1235,472,Need TV Repair,Looking for an experienced tv repair to provide home appliances services.,3645,Open,392,2025-04-14
1236,335,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,4482,Assigned,448,2025-07-16
1237,225,Need Brick Work,Looking for an experienced brick work to provide construction services.,2080,Open,30,2025-01-08
1238,343,Need Mason,Looking for an experienced mason to provide construction services.,5588,Completed,694,2025-09-30
1239,446,Need Bathroom Fitting,Looking for an experienced bathroom fitting to provide plumbing services.,7735,Open,646,2025-04-28
1240,147,Need Security Guard,Looking for an experienced security guard to provide security services.,2474,Completed,162,2025-06-28
1241,267,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,4353,Assigned,553,2025-02-04
1242,194,Need Bathroom Fitting,Looking for an experienced bathroom fitting to provide plumbing services.,9569,Completed,616,2025-07-10
1243,260,Need Beautician,Looking for an experienced beautician to provide beauty services.,9338,Completed,37,2025-01-29
1244,489,Need Lawn Maintenance,Looking for an experienced lawn maintenance to provide gardening services.,909,Assigned,450,2025-12-29
1245,458,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,3997,Completed,116,2025-05-26
1246,97,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,9947,Cancelled,44,2025-10-09
1247,16,Need Water Tank Installation,Looking for an experienced water tank installation to provide plumbing services.,9537,Open,51,2025-06-11
1248,141,Need Electrician,Looking for an experienced electrician to provide electrical services.,3743,Open,253,2025-05-19
1249,340,Need Furniture Assembly,Looking for an experienced furniture assembly to provide carpentry services.,5362,Completed,489,2025-10-07
1250,199,Need Mason,Looking for an experienced mason to provide construction services.,6097,Assigned,580,2025-03-15
1251,30,Need Hair Stylist,Looking for an experienced hair stylist to provide beauty services.,8531,Assigned,286,2025-11-20
1252,387,Need Painter,Looking for an experienced painter to provide painting services.,6216,Assigned,680,2025-10-17
1253,177,Need House Cleaning,Looking for an experienced house cleaning to provide cleaning services.,3214,Completed,219,2025-06-26
1254,92,Need Plumber,Looking for an experienced plumber to provide plumbing services.,6849,Open,478,2025-09-01
1255,275,Need Brick Work,Looking for an experienced brick work to provide construction services.,5815,Open,725,2025-10-31
1256,437,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,9554,Assigned,251,2025-05-02
1257,214,Need Cloth Stitching,Looking for an experienced cloth stitching to provide tailoring services.,2746,Completed,150,2025-09-02
1258,116,Need Tree Trimming,Looking for an experienced tree trimming to provide gardening services.,3016,Open,46,2025-08-05
1259,121,Need Furniture Assembly,Looking for an experienced furniture assembly to provide carpentry services.,1527,Assigned,779,2025-05-06
1260,76,Need Makeup Artist,Looking for an experienced makeup artist to provide beauty services.,4589,Completed,554,2025-03-01
1261,236,Need Security Guard,Looking for an experienced security guard to provide security services.,2313,Completed,493,2025-01-24
1262,76,Need Washing Machine Repair,Looking for an experienced washing machine repair to provide home appliances services.,2928,Cancelled,228,2025-10-04
1263,18,Need Catering,Looking for an experienced catering to provide cooking services.,1377,Completed,20,2025-01-28
1264,9,Need Mason,Looking for an experienced mason to provide construction services.,6460,Open,500,2025-12-23
1265,294,Need Interior Painting,Looking for an experienced interior painting to provide painting services.,3830,Completed,638,2025-12-26
1266,212,Need Gardener,Looking for an experienced gardener to provide gardening services.,6298,Completed,350,2025-02-04
1267,238,Need Pipe Repair,Looking for an experienced pipe repair to provide plumbing services.,5437,Open,662,2025-01-16
1268,91,Need Light Installation,Looking for an experienced light installation to provide electrical services.,9336,Open,508,2025-04-14
1269,367,Need Packers,Looking for an experienced packers to provide moving services services.,5562,Completed,727,2025-01-09
1270,101,Need Electrician,Looking for an experienced electrician to provide electrical services.,9161,Open,766,2025-07-22
1271,499,Need Refrigerator Repair,Looking for an experienced refrigerator repair to provide hvac services.,1494,Assigned,377,2025-12-05
1272,153,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,2348,Open,462,2025-10-25
1273,89,Need AC Repair,Looking for an experienced ac repair to provide hvac services.,9932,Completed,387,2025-08-02
1274,22,Need Wood Polishing,Looking for an experienced wood polishing to provide carpentry services.,1333,Assigned,715,2025-06-13
1275,477,Need Microwave Repair,Looking for an experienced microwave repair to provide home appliances services.,9430,Assigned,749,2025-09-30
1276,297,Need AC Installation,Looking for an experienced ac installation to provide hvac services.,9841,Cancelled,489,2025-11-30
1277,275,Need Fan Installation,Looking for an experienced fan installation to provide electrical services.,872,Open,507,2025-07-21
1278,156,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,4512,Completed,641,2025-07-16
1279,140,Need AC Technician,Looking for an experienced ac technician to provide hvac services.,3091,Open,575,2025-12-06
1280,228,Need AC Repair,Looking for an experienced ac repair to provide hvac services.,3881,Completed,280,2025-08-13
1281,320,Need Beautician,Looking for an experienced beautician to provide beauty services.,1816,Open,551,2025-12-18
1282,313,Need AC Repair,Looking for an experienced ac repair to provide hvac services.,1378,Cancelled,543,2025-09-16
1283,221,Need Plumber,Looking for an experienced plumber to provide plumbing services.,4088,Cancelled,442,2025-04-01
1284,486,Need Washing Machine Repair,Looking for an experienced washing machine repair to provide home appliances services.,1078,Completed,622,2025-06-18
1285,257,Need Electrician,Looking for an experienced electrician to provide electrical services.,4015,Open,421,2025-08-10
1286,283,Need Leak Detection,Looking for an experienced leak detection to provide plumbing services.,2909,Assigned,119,2025-05-10
1287,242,Need Bathroom Fitting,Looking for an experienced bathroom fitting to provide plumbing services.,1388,Completed,182,2025-12-27
1288,373,Need Deep Cleaning,Looking for an experienced deep cleaning to provide cleaning services.,8252,Cancelled,346,2025-02-27
1289,230,Need Electrician,Looking for an experienced electrician to provide electrical services.,4554,Assigned,68,2025-06-20
1290,11,Need House Cleaning,Looking for an experienced house cleaning to provide cleaning services.,4781,Open,361,2025-03-17
1291,303,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,2011,Cancelled,23,2025-07-11
1292,415,Need Deep Cleaning,Looking for an experienced deep cleaning to provide cleaning services.,2627,Completed,721,2025-01-21
1293,205,Need Security Guard,Looking for an experienced security guard to provide security services.,3640,Assigned,669,2025-08-25
1294,500,Need Switch Repair,Looking for an experienced switch repair to provide electrical services.,5125,Completed,740,2025-06-22
1295,452,Need Painter,Looking for an experienced painter to provide painting services.,5167,Completed,648,2025-10-03
1296,336,Need House Cleaning,Looking for an experienced house cleaning to provide cleaning services.,5598,Completed,167,2025-03-02
1297,51,Need Cook,Looking for an experienced cook to provide cooking services.,8778,Completed,761,2025-12-26
1298,230,Need Pipe Repair,Looking for an experienced pipe repair to provide plumbing services.,5570,Completed,508,2025-10-25
1299,489,Need Switch Repair,Looking for an experienced switch repair to provide electrical services.,4921,Open,184,2025-06-05
1300,433,Need Tile Installation,Looking for an experienced tile installation to provide construction services.,5440,Completed,324,2025-06-02
1301,407,Need Door Repair,Looking for an experienced door repair to provide carpentry services.,1368,Completed,544,2025-08-12
1302,366,Need Hair Stylist,Looking for an experienced hair stylist to provide beauty services.,2356,Open,784,2025-07-26
1303,74,Need Hair Stylist,Looking for an experienced hair stylist to provide beauty services.,7871,Open,98,2025-10-02
1304,32,Need Fan Installation,Looking for an experienced fan installation to provide electrical services.,2134,Cancelled,591,2025-12-31
1305,395,Need Movers,Looking for an experienced movers to provide moving services services.,7511,Assigned,295,2025-03-10
1306,488,Need Pipe Repair,Looking for an experienced pipe repair to provide plumbing services.,4047,Completed,645,2025-06-19
1307,155,Need Hair Stylist,Looking for an experienced hair stylist to provide beauty services.,9544,Completed,196,2025-06-25
1308,241,Need Alteration,Looking for an experienced alteration to provide tailoring services.,7315,Completed,167,2025-10-21
1309,89,Need Refrigerator Repair,Looking for an experienced refrigerator repair to provide hvac services.,649,Completed,98,2025-03-11
1310,45,Need Catering,Looking for an experienced catering to provide cooking services.,1338,Open,221,2025-05-07
1311,230,Need House Cleaning,Looking for an experienced house cleaning to provide cleaning services.,7168,Open,603,2025-10-10
1312,285,Need Carpenter,Looking for an experienced carpenter to provide carpentry services.,1026,Completed,93,2025-03-04
1313,415,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,3724,Assigned,719,2025-03-03
1314,369,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,1193,Assigned,398,2025-11-01
1315,205,Need Light Installation,Looking for an experienced light installation to provide electrical services.,6209,Completed,725,2025-02-25
1316,465,Need Lawn Maintenance,Looking for an experienced lawn maintenance to provide gardening services.,9500,Open,577,2025-07-20
1317,214,Need Deep Cleaning,Looking for an experienced deep cleaning to provide cleaning services.,9747,Open,699,2025-03-05
1318,260,Need House Cleaning,Looking for an experienced house cleaning to provide cleaning services.,5609,Cancelled,127,2025-03-11
1319,155,Need Pipe Repair,Looking for an experienced pipe repair to provide plumbing services.,4413,Assigned,265,2025-01-28
1320,486,Need Door Repair,Looking for an experienced door repair to provide carpentry services.,796,Open,534,2025-06-09
1321,339,Need AC Installation,Looking for an experienced ac installation to provide hvac services.,9329,Completed,597,2025-07-05
1322,427,Need Alteration,Looking for an experienced alteration to provide tailoring services.,2482,Open,696,2025-04-21
1323,198,Need Gardener,Looking for an experienced gardener to provide gardening services.,793,Completed,676,2025-10-29
1324,339,Need AC Technician,Looking for an experienced ac technician to provide hvac services.,4406,Open,781,2025-03-29
1325,235,Need Mason,Looking for an experienced mason to provide construction services.,5247,Open,89,2025-10-14
1326,429,Need Wood Polishing,Looking for an experienced wood polishing to provide carpentry services.,1774,Open,463,2025-01-13
1327,426,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,3738,Assigned,235,2025-06-19
1328,304,Need AC Installation,Looking for an experienced ac installation to provide hvac services.,9649,Completed,608,2025-07-13
1329,130,Need Leak Detection,Looking for an experienced leak detection to provide plumbing services.,9262,Assigned,525,2025-03-27
1330,403,Need Security Guard,Looking for an experienced security guard to provide security services.,4069,Completed,388,2025-07-15
1331,44,Need Plumber,Looking for an experienced plumber to provide plumbing services.,5843,Open,726,2025-11-22
1332,486,Need Packers,Looking for an experienced packers to provide moving services services.,7420,Completed,9,2025-07-23
1333,369,Need Hair Stylist,Looking for an experienced hair stylist to provide beauty services.,1376,Open,24,2025-06-14
1334,464,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,5227,Completed,425,2025-03-02
1335,298,Need Painter,Looking for an experienced painter to provide painting services.,3524,Cancelled,573,2025-04-28
1336,499,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,1308,Completed,509,2025-10-22
1337,82,Need Packers,Looking for an experienced packers to provide moving services services.,911,Open,151,2025-01-09
1338,465,Need Driver,Looking for an experienced driver to provide driving services.,2704,Open,691,2025-07-21
1339,462,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,5459,Completed,438,2025-09-11
1340,142,Need Interior Painting,Looking for an experienced interior painting to provide painting services.,8128,Open,400,2025-06-14
1341,238,Need Movers,Looking for an experienced movers to provide moving services services.,7335,Open,20,2025-04-06
1342,105,Need Brick Work,Looking for an experienced brick work to provide construction services.,911,Assigned,729,2025-01-25
1343,179,Need Cook,Looking for an experienced cook to provide cooking services.,4195,Assigned,221,2025-12-11
1344,134,Need Carpenter,Looking for an experienced carpenter to provide carpentry services.,7610,Open,628,2025-10-16
1345,339,Need Switch Repair,Looking for an experienced switch repair to provide electrical services.,1765,Open,244,2025-07-16
1346,177,Need Lawn Maintenance,Looking for an experienced lawn maintenance to provide gardening services.,2484,Open,709,2025-10-02
1347,244,Need Bathroom Fitting,Looking for an experienced bathroom fitting to provide plumbing services.,3544,Completed,451,2025-06-20
1348,326,Need Exterior Painting,Looking for an experienced exterior painting to provide painting services.,6203,Open,710,2025-02-13
1349,94,Need Water Tank Installation,Looking for an experienced water tank installation to provide plumbing services.,7253,Open,365,2025-10-26
1350,202,Need TV Repair,Looking for an experienced tv repair to provide home appliances services.,9871,Open,671,2025-04-16
1351,408,Need Packers,Looking for an experienced packers to provide moving services services.,2193,Completed,428,2025-04-08
1352,387,Need Brick Work,Looking for an experienced brick work to provide construction services.,888,Completed,532,2025-05-28
1353,128,Need Pipe Repair,Looking for an experienced pipe repair to provide plumbing services.,8079,Completed,641,2025-09-23
1354,76,Need Movers,Looking for an experienced movers to provide moving services services.,9352,Assigned,770,2025-01-25
1355,65,Need Packers,Looking for an experienced packers to provide moving services services.,3369,Completed,608,2025-04-27
1356,442,Need Gardener,Looking for an experienced gardener to provide gardening services.,6071,Completed,84,2025-07-19
1357,325,Need Fan Installation,Looking for an experienced fan installation to provide electrical services.,4857,Completed,678,2025-06-19
1358,400,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,9353,Assigned,492,2025-02-03
